StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,article_id,title,initials,access_article,access_supp,design,design_ev,design_judg,design_judg_4_TEXT,design_judg_rat,comments
2019-11-16 11:22:21,2019-11-16 11:29:37,IP Address,100,435,True,2019-11-16 11:29:37,R_3sdimtIY2JWHBRs,anonymous,EN-GB,McCor2014tion.018,The prevalence of tinnitus and the relationship with neuroticism in a middle-aged UK population,kd,Yes,Not present,"cross-sectional,no_statement",,cross-sectional,,"""examined the association between tinnitus and ... neuroticism"" at one time point",
2019-11-16 11:29:40,2019-11-16 11:36:31,IP Address,100,410,True,2019-11-16 11:36:31,R_3J5hhacepSVYfds,anonymous,EN-GB,Pan2019tudy.008,Association between musculoskeletal pain at multiple sites and objectively measured physical activity and work capacity: Results from UK Biobank study,kd,Yes,Not present,cross-sectional,"""Objectives: To describe the cross-sectional association""",,,,
2019-11-16 11:36:34,2019-11-16 11:39:24,IP Address,100,169,True,2019-11-16 11:39:24,R_3hFTiOk7tVcxsR0,anonymous,EN-GB,Zemed2018Data.012,Patterns of Multimorbidity in Middle-Aged and Older Adults: An Analysis of the UK Biobank Data,kd,Yes,Yes,cross-sectional,"""the present research was based on cross-sectional data""",,,,
2019-11-16 11:42:07,2019-11-16 11:51:27,IP Address,100,559,True,2019-11-16 11:51:27,R_2D6b437zjDOa3HO,anonymous,EN-GB,Dhalw2018tudy.007,Body mass index and mortality in people with and without diabetes: A UK Biobank study,kd,Yes,Yes,no_statement,,cohort,,"""To investigate the association of body mass index with all cause ... mortality in individuals with and without diabetes"" over time",
2019-11-16 11:51:36,2019-11-16 11:54:10,IP Address,100,154,True,2019-11-16 11:54:11,R_2t3Y7I352TfTBH6,anonymous,EN-GB,Chan2016bank.031,Associations with Intraocular Pressure in a Large Cohort: Results from the UK Biobank,kd,Yes,Yes,cross-sectional,"""Cross-sectional study within the UK Biobank""",,,,
2019-11-16 11:54:34,2019-11-16 12:06:05,IP Address,100,691,True,2019-11-16 12:06:06,R_sRl7poffnsB8fm1,anonymous,EN-GB,Olivo2019tudy.014,Low neuroticism and cognitive performance are differently associated to overweight and obesity: A cross-sectional and longitudinal UK Biobank study,kd,Yes,Not present,"cross-sectional,no_statement","""we examined cross-sectional associations of neuroticism and cognitive function with overweight and obesity in ... the UK Biobank cohort""",other,UNCERTAIN,Examines if neuroticisms predicts BMI at follow up = is this case-control or cohort since they have 1 outcome and 1 exposure?,RR
2019-11-16 12:13:09,2019-11-16 12:17:52,IP Address,100,282,True,2019-11-16 12:17:52,R_1E6tpmZthbBLGpb,anonymous,EN-GB,Kyle2017bank.001,Sleep and cognitive performance: cross-sectional associations in the UK Biobank,kd,Yes,Yes,cross-sectional,"""Methods: This cross-sectional, population-based study""",,,,
2019-11-16 12:50:46,2019-11-16 12:59:34,IP Address,100,528,True,2019-11-16 12:59:34,R_1HpBNW15dvdEMkH,anonymous,EN-GB,Knott2018bank.018,Changes in the mode of travel to work and the severity of depressive symptoms: a longitudinal analysis of UK Biobank,kd,Yes,Yes,no_statement,,other,uncertain,"uncertain for same reason as Kyle2017bank.001 ",RR
2019-11-16 12:59:41,2019-11-16 13:01:59,IP Address,100,137,True,2019-11-16 13:01:59,R_08ud7EtEmtMc6Ix,anonymous,EN-GB,Smith2019bank.024,Characteristics of the environment and physical activity in midlife: Findings from UK Biobank,kd,Yes,Yes,cross-sectional,"""Cross-sectional data were used from the UK Biobank study""",,,,
2019-11-16 13:02:00,2019-11-16 13:07:11,IP Address,100,310,True,2019-11-16 13:07:11,R_2YmHmWLiDsC2leJ,anonymous,EN-GB,Ingel2015tudy75-1,"5 year mortality predictors in 498,103 UK Biobank participants: a prospective population-based study",kd,Yes,Yes,cohort,"""In this large, contemporary prospective cohort study""",,,,
2019-11-16 13:07:16,2019-11-16 13:11:54,IP Address,100,278,True,2019-11-16 13:11:54,R_ebNZyBfKfKOFmdb,anonymous,EN-GB,Cummi2016bank53-X,"Active commuting and obesity in mid-life: cross-sectional, observational evidence from UK Biobank",kd,Yes,Yes,cross-sectional,"""METHODS: Cross-sectional, observational data from UK Biobank""",,,,
2019-11-16 13:11:58,2019-11-16 13:18:10,IP Address,100,372,True,2019-11-16 13:18:10,R_2dzpJ7rx32GoaeO,anonymous,EN-GB,Lyall2018bank39-1,"Association of disrupted circadian rhythmicity with mood disorders, subjective wellbeing, and cognitive function: a cross-sectional study of 91 105 participants from the UK Biobank",kd,Yes,Yes,cross-sectional,"""crosssectional associations between low relative amplitude and mood disorder, wellbeing and cognitive variables were examined. """,,,,
2019-11-16 13:18:13,2019-11-16 13:37:29,IP Address,100,1155,True,2019-11-16 13:37:29,R_BMpR6RAFIsbe6kN,anonymous,EN-GB,Flint2016bank06-8,"Change in commute mode and body-mass index: prospective, longitudinal evidence from UK Biobank",kd,Yes,Not present,no_statement,,other,UNCERTAIN,same issue as with other weight paper,RR
2019-11-16 13:37:32,2019-11-16 13:45:05,IP Address,100,453,True,2019-11-16 13:45:05,R_1LFpwloxiqkwEGZ,anonymous,EN-GB,Elova2017tudy75-0,Contribution of risk factors to excess mortality in isolated and lonely individuals: an analysis of data from the UK Biobank cohort study,kd,Yes,Yes,no_statement,,cohort,,"""We used prospective follow-up data from the UK Biobank cohort study to assess ... isolation ... and loneliness,,, The main outcomes were all-cause and cause-specific mortality""",
2019-11-16 13:45:55,2019-11-16 13:52:09,IP Address,100,373,True,2019-11-16 13:52:10,R_2CWcPItvbwac5eq,anonymous,EN-GB,Mason2018bank12-8,"Associations between fast food and physical activity environments and adiposity in mid-life: cross-sectional, observational evidence from UK Biobank",kd,Yes,Yes,cross-sectional,"""We used cross-sectional observational data from UK Biobank.""",,,,
2019-11-16 13:52:32,2019-11-16 13:56:31,IP Address,100,239,True,2019-11-16 13:56:31,R_1DYZw0Zhc6qmt3a,anonymous,EN-GB,Hanlo2018ants91-4,Frailty and pre-frailty in middle-aged and older adults and its association with multimorbidity and mortality: a prospective analysis of 493 737 UK Biobank participants,kd,Yes,Yes,cohort,"""This was a prospective, population-based cohort study of participants enrolled in the UK Biobank""",,,,
2019-11-16 13:56:45,2019-11-16 13:59:51,IP Address,100,186,True,2019-11-16 13:59:51,R_3EamDro9aUnajmN,anonymous,EN-GB,Foste2018hort00-7,The effect of socioeconomic deprivation on the association between an extended measurement of unhealthy lifestyle factors and health outcomes: a prospective analysis of the UK Biobank cohort,kd,Yes,Yes,cohort,"""This was a prospective, population-based cohort study of participants enrolled in the UK Biobank.""",,,,
2019-11-16 14:02:07,2019-11-16 14:05:48,IP Address,100,221,True,2019-11-16 14:05:49,R_2UinFsTQcu5lC9G,anonymous,EN-GB,Sarka2018ants51-2,"Association between adiposity outcomes and residential density: a full-data, cross-sectional analysis of 419 562 UK Biobank adult participants",kd,Yes,Yes,cross-sectional,"""For this full-data, cross-sectional analysis, we used UK Biobank data""",,,,
2019-11-16 14:05:55,2019-11-16 14:10:49,IP Address,100,294,True,2019-11-16 14:10:50,R_3NVwkxBrVdUq2JX,anonymous,EN-GB,Sarka2018ants51-2,"Residential greenness and prevalence of major depressive disorders: a cross-sectional, observational, associational study of 94 879 adult UK Biobank participants",kd,Yes,Yes,cross-sectional,"""In this cross-sectional, observational, associational study, we used baseline data from the UK Biobank cohort""",,,,
2019-11-16 14:11:08,2019-11-16 14:13:01,IP Address,100,112,True,2019-11-16 14:13:01,R_87X5lfSrTwJZKLv,anonymous,EN-GB,Sarka2018ants08-0,Are exposures to ready-to-eat food environments associated with type 2 diabetes? A cross-sectional study of 347 551 UK Biobank adult participants,kd,Yes,Yes,cross-sectional,"""In this cross-sectional observational study, we used data on male and female participants from the baseline phase of the UK Biobank cohort. """,,,,
2019-11-16 14:13:03,2019-11-16 14:18:31,IP Address,100,327,True,2019-11-16 14:18:31,R_wXD0n7z8QMdX1e1,anonymous,EN-GB,Darli2018hort1404,"Vitamin D supplement use and associated demographic, dietary and lifestyle factors in 8024 South Asians aged 40–69 years: analysis of the UK Biobank cohort",kd,Yes,Yes,cross-sectional,"""Design Cross-sectional analysis of baseline vitamin D supplement use data.""",,,,
2019-11-16 14:18:51,2019-11-16 14:26:43,IP Address,100,471,True,2019-11-16 14:26:43,R_1GEcV5q2uzFoypV,anonymous,EN-GB,Perez2017tudy.312,Prospective investigation of risk factors for prostate cancer in the UK Biobank cohort study,kd,Yes,Yes,no_statement,,cohort,,"""We studied 219 335 men from the UK Biobank study who were free from cancer at baseline."" and calculated association of risk of developing cancer during follow up with numerous exposures",
2019-11-16 14:27:47,2019-11-16 14:40:23,IP Address,100,756,True,2019-11-16 14:40:23,R_ZjFUMyjQccMa90d,anonymous,EN-GB,Usher2018bank.463,External validation of risk prediction models for incident colorectal cancer using UK Biobank,kd,Yes,Yes,no_statement,,cohort,,Sampled everyone without a prior diagnosis of colorectal cancer (CC) then compared risk models for developing CC at follow up,
2019-11-16 14:41:15,2019-11-16 14:49:03,IP Address,100,468,True,2019-11-16 14:49:03,R_2AYVt4clqr9MnRD,anonymous,EN-GB,Morri2018bank.496,"Physical activity, sedentary behaviour and colorectal cancer risk in the UK Biobank",kd,Yes,Yes,no_statement,,cohort,,"Sampled everyone without prior diagnosis of cancer and found ""In this prospective analysis of UK Biobank participants, total physical activity levels were inversely associated"" with risk of developing colon cancer at follow up",
2019-11-16 14:49:13,2019-11-16 15:00:30,IP Address,100,677,True,2019-11-16 15:00:31,R_3PjfzfIgxrUirpH,anonymous,EN-GB,Shwei2015hort.157,Measures of socioeconomic status and self-reported glaucoma in the UK Biobank cohort,kd,Yes,Not present,no_statement,,case-control,,Examined association of self-reported glaucoma diagnoses four years after UK biobank began with numerous exposures,
2019-11-16 16:34:33,2019-11-16 16:58:43,IP Address,100,1449,True,2019-11-16 16:58:43,R_2AZN0iGXYgXxMao,anonymous,EN-GB,Gugge2016ants16.7,Childhood febrile illness and the risk of myopia in UK Biobank participants,kd,Yes,Yes,no_statement,,case-control,,"Found ""a history of childhood measles,rubella, or pertussis was associated with high myopia""",
2019-11-16 16:58:46,2019-11-16 17:10:59,IP Address,100,732,True,2019-11-16 17:10:59,R_3Ryh3LRH5gRyzcO,anonymous,EN-GB,Peter2016bank.254,Women’s reproductive health factors and body adiposity: findings from the UK Biobank,kd,Yes,Yes,cross-sectional,"""A cross-sectional analysis of 502 664 individuals from the UK Biobank""",,,,
2019-11-16 17:26:27,2019-11-16 17:51:00,IP Address,100,1472,True,2019-11-16 17:51:00,R_2CvJNhB4uiP1WlU,anonymous,EN-GB,Kim2017tudy.122,Adiposity and grip strength as long-term predictors of objectively measured physical activity in 93 015 adults: the UK Biobank study,kd,Yes,Yes,no_statement,,cohort,,"aimed to determine ""the independent and joint longitudinal associations of adiposity and GS with objectively measured PA"" over follow-up. Participants not sampled based on outcome.  ",
2019-11-16 17:51:09,2019-11-16 18:13:06,IP Address,100,1317,True,2019-11-16 18:13:07,R_1eqo6zuXRb5oczk,anonymous,EN-GB,Davie2018bank79-y,The Causal Effects of Education on Health Outcomes in the UK Biobank,kd,Yes,Yes,no_statement,,other,", regression discontinuity design","""We used a regression discontinuity design to investigate the causal effects of remaining in school. We found consistent evidence that remaining in school causally reduced risk of diabetes and mortality in all specifications.""",
2019-11-16 18:23:19,2019-11-16 18:35:50,IP Address,100,750,True,2019-11-16 18:35:50,R_1f3lfTtpZ8R3iKF,anonymous,EN-GB,Orteg2017bank97-5,"A Prospective Investigation of Body Size, Body Fat Composition and Colorectal Cancer Risk in the UK Biobank",kd,Yes,Not present,no_statement,,cohort,,"Did not sample based on outcome and found In this prospective analysis of UK Biobank participants, overall and abdominal adiposity body size and composition measurements were positively related"" risk of developing colorectal cancer at follow up",
2019-11-16 18:35:52,2019-11-16 18:45:18,IP Address,100,566,True,2019-11-16 18:45:19,R_wXhhiUsDQeEbCk9,anonymous,EN-GB,Culle2018bank68-6,Cross-sectional and longitudinal analyses of outdoor air pollution exposure and cognitive function in UK Biobank,kd,Yes,Yes,"cross-sectional,no_statement","""cross-sectional associations between air pollutant exposure and cognitive performance attenuated towards the null after adjustment for important confounders.""",cohort,,"Did not sample based on outcome and conducted what they called ""follow-up analyses"" and ""longitudinal analyses"" of the association between baseline exposure to pollution and cognitive function at baseline and follow-up",
2019-11-16 18:45:38,2019-11-16 18:50:05,IP Address,100,267,True,2019-11-16 18:50:06,R_2ax9JZtNCWlMcTV,anonymous,EN-GB,Day2015tudy1208,"Puberty timing associated with diabetes, cardiovascular disease and also diverse health outcomes in men and women: the UK Biobank study",kd,Yes,Yes,cross-sectional,"""The main limitation of our study is the cross-sectional design""",,,,
2019-11-16 18:50:31,2019-11-16 18:53:37,IP Address,100,186,True,2019-11-16 18:53:38,R_1eIzmC82F9gmGGg,anonymous,EN-GB,Ruth2016tudy4710,Events in Early Life are Associated with Female Reproductive Ageing: A UK Biobank Study,kd,Yes,Yes,cross-sectional,"""We included cross-sectional data from 273,474 women from the UK Biobank""",,,,
2019-11-16 18:54:12,2019-11-16 19:00:10,IP Address,100,357,True,2019-11-16 19:00:10,R_2YrcYY3GyFVpJ3x,anonymous,EN-GB,Malon2017mple7639,Differences in morning–evening type and sleep duration between Black and White adults: Results from a propensity-matched UK Biobank sample,kd,Yes,Not present,no_statement,,other,propensity score modeling,"""This study aimed to determine if these ethno-racial differences persisted after accounting for an even broader range of ... characteristics and employing ...  propensity score modeling""",
2019-11-16 19:00:12,2019-11-16 19:07:38,IP Address,100,446,True,2019-11-16 19:07:38,R_sZtOnEHRJzK4Aff,anonymous,EN-GB,vonSc2018hort4458,"Associations between chronotype, morbidity and mortality in the UK Biobank cohort",kd,Yes,Yes,no_statement,,cohort,,"""The unique strengths of this study include its ... prospective study design"" and examined associations between chronotype and all cause mortality and CVD mortality",
2019-11-16 19:09:43,2019-11-16 19:18:31,IP Address,100,528,True,2019-11-16 19:18:31,R_21HDvmfVsBzEuzu,anonymous,EN-GB,Wyse2017up/>2045,"Adverse metabolic and mental health outcomes associated with shiftwork in a population-based study of 277,168 workers in UK biobank<sup/>",kd,Yes,Yes,cross-sectional,"""In this large cross sectional study of UK workers, shiftwork was associated with obesity, depression and sleep disturbance, despite higher levels of physical activity.""",,,,
2019-11-16 19:18:35,2019-11-16 19:23:52,IP Address,100,317,True,2019-11-16 19:23:53,R_3wtXYZebnm45cDD,anonymous,EN-GB,Wyse2018bank2389,"Population-level seasonality in cardiovascular mortality, blood pressure, BMI and inflammatory cells in UK biobank",kd,Yes,Present but not accessible,,,,,,
2019-11-16 19:24:23,2019-11-16 19:27:14,IP Address,100,170,True,2019-11-16 19:27:14,R_3fICkhGiblBLjri,anonymous,EN-GB,Tong2018banky042,"Anthropometric and physiologic characteristics in white and British Indian vegetarians and nonvegetarians in the UK Biobank ",kd,Yes,Yes,cross-sectional,"""We aimed to perform cross-sectional analyses of diet group with anthropometric and physiologic characteristics in a large cohort in the United Kingdom.""",,,,
2019-11-16 19:33:33,2019-11-16 20:01:27,IP Address,100,1674,True,2019-11-16 20:01:27,R_2S2B3hgAUpKpyzo,anonymous,EN-GB,Bakra2018bankx273,"Associations Between Sedentary Behaviors and Cognitive Function: Cross-Sectional and Prospective Findings From the UK Biobank ",kd,Yes,Yes,"cross-sectional,no_statement","We investigated the cross-sectional ... associations between different sedentary behaviors and cognitive function ... in the UK Biobank. ",cohort,,"""Multiple logistic regression models investigated the prospective associations between the domains of sedentary behavior at baseline and cognitive function at follow-up."". Did not sample based on outcome.",
2019-11-16 20:01:30,2019-11-16 20:06:21,IP Address,100,291,True,2019-11-16 20:06:21,R_b28blMnUMTCCQpP,anonymous,EN-GB,Celis2018antsy134,"Associations of Dietary Protein Intake With Fat-Free Mass and Grip Strength: A Cross-Sectional Study in 146,816 UK Biobank Participants",kd,Yes,Yes,cross-sectional,"""The cross-sectional aspects of this study did not allow us to demonstrate causality in the observed associations.""",,,,
2019-11-16 20:06:24,2019-11-16 20:12:14,IP Address,100,349,True,2019-11-16 20:12:14,R_VIGZK2lb0tHgmVH,anonymous,EN-GB,Celis2017antsw249,"The association between physical activity and risk of mortality is modulated by grip strength and cardiorespiratory fitness: evidence from 498 135 UK-Biobank participants ",kd,Yes,Yes,no_statement,,cohort,,"""In this prospective, population-based study, all-cause mortality, and incidence of CVD were the outcomes; CRF, grip strength, and total physical activity were the exposure variables"". Did not sample based on outcome and used Cox-proportional hazards models.",
2019-11-16 20:12:22,2019-11-16 20:16:03,IP Address,100,221,True,2019-11-16 20:16:04,R_1CvBdBL9kr4kov4,anonymous,EN-GB,Lyall2017antsw528,Associations between single and multiple cardiometabolic diseases and cognitive abilities in 474 129 UK Biobank participants,kd,Yes,Yes,cross-sectional,"""The current study used only the baseline data from UK Biobank and was, therefore, cross-sectional in nature""",,,,
2019-11-16 20:16:07,2019-11-16 20:31:30,IP Address,100,923,True,2019-11-16 20:31:30,R_2f3ho4ZBsOJLWXD,anonymous,EN-GB,Yates2017tudyx449,"Association of walking pace and handgrip strength with all-cause, cardiovascular, and cancer mortality: a UK Biobank observational study ",kd,Yes,Yes,no_statement,,cohort,,"""Aims: To quantify the association of self-reported walking pace and handgrip strength with all-cause, cardiovascular, and cancer mortality"" measured at follow up. Used Cox proportional hazard models.",
2019-11-16 21:47:06,2019-11-16 21:51:54,IP Address,100,287,True,2019-11-16 21:51:54,R_3Jw6TvUmsJnLnsG,anonymous,EN-GB,Iliod2018centy057,The impact of confounding on the associations of different adiposity measures with the incidence of cardiovascular disease: a cohort study of 296 535 adults of white European descent,kd,Yes,Yes,cohort,"""a cohort study of 296 535 adults of white European descent""",,,,
2019-11-16 22:28:35,2019-11-16 23:10:36,IP Address,100,2520,True,2019-11-16 23:10:36,R_1CwkjAEh1KrgfpQ,anonymous,EN-GB,Jani2018hortx322,"Multimorbidity and co-morbidity in atrial fibrillation and effects on survival: findings from UK Biobank cohort ",kd,Yes,Yes,no_statement,,cohort,,"""Aims: To examine the number and type of co-morbid long-term health conditions (LTCs) and their associations with all-cause mortality in an atrial fibrillation (AF) population.""",
2019-11-16 23:10:54,2019-11-16 23:24:00,IP Address,100,786,True,2019-11-16 23:24:00,R_VWhRuqo7SDJ80rD,anonymous,EN-GB,Atkin2019ortsy083,"Impact of Low Cardiovascular Risk Profiles on Geriatric Outcomes: Evidence From 421,000 Participants in Two Cohorts ",kd,Yes,Yes,"cross-sectional,no_statement","""Logistic regression was used to assess cross-sectional associations in UKB""",cohort,,"Did not sample by outcome. Investigated impact of Low Cardiovascular Risk Profiles on Geriatric Outcomes measured at follow up ","Conducted similar analyses in two cohorts: UKB and CPRD "
2019-11-16 23:24:05,2019-11-16 23:30:45,IP Address,100,400,True,2019-11-16 23:30:45,R_QfXSPsKiM6jjCox,anonymous,EN-GB,Willi2019antsy094,A Frailty Index for UK Biobank Participants,kd,Yes,Yes,no_statement,,cohort,,"""we assessed associations of the [fragility index] with age, sex, and risk of all-cause mortality (follow-up ≤ 9.7 years) using linear and Cox proportional hazards regression models.""",
2019-11-16 23:30:49,2019-11-16 23:34:06,IP Address,100,196,True,2019-11-16 23:34:06,R_3n57jMQkh0s2oNP,anonymous,EN-GB,Tyrre2013tudyt220,"Parental diabetes and birthweight in 236 030 individuals in the UK Biobank Study ",kd,Yes,Present but not accessible,,,,,,
2019-11-16 23:34:30,2019-11-16 23:46:00,IP Address,100,689,True,2019-11-16 23:46:00,R_PXwLYPYWKqoMYxP,anonymous,EN-GB,Coope2017tudyw054,"Bidirectional association between physical activity and muscular strength in older adults: Results from the UK Biobank study ",kd,Yes,Yes,"cross-sectional,no_statement","""We examined the cross-sectional association between MVPA and grip strength at baseline""",cohort,,""" the longitudinal analyses, we demonstrated that baseline grip strength was linearly and positively associated with [moderate-to-vigorous physical activity] MVPA at follow-up, whereas MVPA at baseline was only weakly associated with grip strength at follow-up""",
2019-11-16 23:46:05,2019-11-16 23:48:13,IP Address,100,128,True,2019-11-16 23:48:14,R_sIleWSO4b3lUXXX,anonymous,EN-GB,Ander2017entsw173,"Adiposity among 132 479 UK Biobank participants; contribution of sugar intake vs other macronutrients ",kd,Yes,Yes,cross-sectional,"""We conducted a cross-sectional study and, therefore, cannot demonstrate a temporal relationship between diet and adiposity.""",,,,
2019-11-16 23:48:21,2019-11-16 23:52:16,IP Address,100,235,True,2019-11-16 23:52:16,R_1is5DM6uhtzL8ct,anonymous,EN-GB,Stile2017bankx080,"A small amount of precisely measured high-intensity habitual physical activity predicts bone health in pre- and post-menopausal women in UK Biobank ",kd,Yes,Not present,cross-sectional," ""In a cross-sectional analysis, associations between categories of time ... spent above the intensity thresholds and .... measures of bone health ... were examined"".",,,,
2019-11-16 23:52:19,2019-11-17 00:00:41,IP Address,100,501,True,2019-11-17 00:00:41,R_30ud0aHH8kK1l0v,anonymous,EN-GB,Magnu2018COPDy221,"Independent and combined associations of maternal and own smoking with adult lung function and COPD ",kd,Yes,Yes,no_statement,,cohort,,"Did not sample based on outcome. ""We used UK Biobank to examine associations of maternal smoking around delivery, and pack-years of own smoking, with lung function (n = 502 626) and hospitalization/death from COPD"". COPD measure was taken at follow up.",
2019-11-17 00:00:44,2019-11-17 00:09:30,IP Address,100,526,True,2019-11-17 00:09:30,R_rqmC7isBfInfRQZ,anonymous,EN-GB,Travi2016diesw169,"Night Shift Work and Breast Cancer Incidence: Three Prospective Studies and Meta-analysis of Published Studies ",kd,Yes,Yes,no_statement,,cohort,,"""UK Biobank participants answered questions on shift work and were followed for incident cancer"", ""Cox regression models were used to calculate breast cancer incidence rate ratios ... comparing... women reporting night shift work with those who had never worked night shifts""",
2019-11-17 00:10:03,2019-11-17 00:11:40,IP Address,100,96,True,2019-11-17 00:11:40,R_RfCZOZaqOKSIjCx,anonymous,EN-GB,Boaky2018antsx102,"Tobacco exposure and sleep disturbance in 498 208 UK Biobank participants ",kd,Yes,Yes,cross-sectional,"""This cross-sectional study used data from the UK Biobank: """,,,,
2019-11-17 00:11:49,2019-11-17 00:19:40,IP Address,100,470,True,2019-11-17 00:19:40,R_xyI7hZne02og2n7,anonymous,EN-GB,Piuma2018bankx186,"The relationship between alcohol use and long-term cognitive decline in middle and late life: a longitudinal analysis using UK Biobank ",kd,Yes,Yes,no_statement,,cohort,,"""In 13 342 weekly drinkers drawn from UK Biobank, 5-year change in mean RT and IIV in RT were found to have curvilinear associations with alcohol consumption."" Did not sample based on outcome.",
2019-11-17 09:22:10,2019-11-17 09:27:32,IP Address,100,321,True,2019-11-17 09:27:32,R_sSiW94o76fisEmd,anonymous,EN-GB,Macka2018antsy155,"The association between driving time and unhealthy lifestyles: a cross-sectional, general population study of 386 493 UK Biobank participants",kd,Yes,Yes,cross-sectional,"""In a cross-sectional study of UK Biobank participants""",,,,
2019-11-17 09:27:34,2019-11-17 09:39:53,IP Address,100,738,True,2019-11-17 09:39:53,R_8CVFB5nIpbgbSVP,anonymous,EN-GB,Cook2018banky224,"The prevalence of co-morbidities and their impact on physical activity in people with inflammatory rheumatic diseases compared with the general population: results from the UK Biobank ",kd,Yes,Yes,"cross-sectional,no_statement","DESCRIPTIVE: ""The primary objective of this study was to determine the prevalence and incidence of chronic co-morbidities in people with an inflammatory RMD ... compared with people without an inflammatory RMD in.... the UK (UK Biobank).""",cohort,,"Did not sampled based on outcome.  ""Our secondary objective was to determine whether prevalent multi-morbidity is associated with physical activity level in people with an inflammatory RMD compared with those without these conditions.""",
2019-11-17 09:39:55,2019-11-17 09:44:03,IP Address,100,247,True,2019-11-17 09:44:03,R_2xLEnBtpo0yakAc,anonymous,EN-GB,Firth2018bankx149,"The Validity and Value of Self-reported Physical Activity and Accelerometry in People With Schizophrenia: A Population-Scale Study of the UK Biobank ",KD,Yes,Yes,cross-sectional,"""We conducted a cross-sectional analysis of data from the baseline assessments for the UK Biobank study""",,,,
2019-11-17 09:44:05,2019-11-17 09:47:28,IP Address,100,203,True,2019-11-17 09:47:29,R_3kLMr5le9Dr3uTm,anonymous,EN-GB,Firth2018antsy034,"Grip Strength Is Associated With Cognitive Performance in Schizophrenia and the General Population: A UK Biobank Study of 476559 Participants ",kd,Yes,Yes,cross-sectional,"""We performed a cross-sectional analysis of ... baseline assessments for the UK Biobank.""",,,,
2019-11-17 09:47:33,2019-11-17 09:58:44,IP Address,100,670,True,2019-11-17 09:58:44,R_1LNllG2vF0gx0vX,anonymous,EN-GB,Dawes2014gdom0010,Hearing in Middle Age: A Population Snapshot of 40- to 69-Year Olds in the United Kingdom,kd,Yes,Yes,cross-sectional,"DESCRIPTIVE ""The present study provides estimates of the prevalence of hearing impairment""; analytical ""Multinomial logistic regression was used to model the effects of multiple characteristics and exposures on hearing difficulties"" all measured at the same time; ",,,,contains descriptive & analytical cross-sectional analyses
2019-11-17 09:58:50,2019-11-17 10:03:34,IP Address,100,283,True,2019-11-17 10:03:34,R_1rc4mYA8cFXIGgo,anonymous,EN-GB,Tyrre2014ease0041,"Prevalence, Associated Factors, and Comorbid Conditions for Ménière’s Disease",kd,Yes,Yes,cross-sectional,"""The authors used cross-sectional data from the UK Biobank to compare 1376 self-reported Ménière’s participants with over 500,000 without Ménière’s.""",,,,
2019-11-17 10:03:36,2019-11-17 10:10:35,IP Address,100,418,True,2019-11-17 10:10:35,R_1i20e9DnFhACF1J,anonymous,EN-GB,Tyrre2015bank0132,"Associations of Leg Length, Trunk Length, and Total Adult Height With Ménière’s: Cross-Sectional Analysis in the UK Biobank",KD,Yes,Not present,cross-sectional,"""We analyzed the retrospective cross-sectional recruitment baseline data in individuals with full data """,,,,
2019-11-17 10:10:37,2019-11-17 10:17:22,IP Address,100,404,True,2019-11-17 10:17:22,R_OO6xJcUDzfYHfXj,anonymous,EN-GB,Keids2016tion0196,The Effect of Functional Hearing and Hearing Aid Usage on Verbal Reasoning in a Large Community-Dwelling Population,KD,Yes,Yes,cross-sectional,"""Design: Cross-sectional data ... from the UK Biobank resource were accessed.""",,,,
2019-11-17 10:17:28,2019-11-17 10:26:09,IP Address,100,520,True,2019-11-17 10:26:09,R_12s5Bxf7J36MqzF,anonymous,EN-GB,Rudne2016urce0314,Better Visuospatial Working Memory in Adults Who Report Profound Deafness Compared to Those With Normal or Poor Hearing: Data From the UK Biobank Resource,kd,Yes,Not present,no_statement,,cross-sectional,,Examined association between visuospatial working memory and hearing difficulty. Sampled based on outcome but outcome and exposure were measure at same time,
2019-11-17 10:26:12,2019-11-17 10:31:30,IP Address,100,317,True,2019-11-17 10:31:30,R_3kjhHDY6CQ3cEmk,anonymous,EN-GB,Pierz2016tion0341,Tinnitus and Sleep Difficulties After Cochlear Implantation,kd,Yes,Yes,"cross-sectional,no_statement","DESCRIPTIVE ""The aims of the present study were therefore to (i) estimate the prevalence of sleep difficulties among adult CI users and those who may be candidates for implantation"" ",cross-sectional,,"""The aims of the present study were therefore to ... (ii) examine the associations between sleep difficulties, tinnitus characteristics, and tinnitus-related emotional distress"". All measures were taken at the same time",
2019-11-17 10:32:48,2019-11-17 10:35:30,IP Address,100,162,True,2019-11-17 10:35:31,R_31tiM7JlJZjtnKh,anonymous,EN-GB,Magnu2017tics0712,Number of Offspring and Cardiovascular Disease Risk in Men and Women: The Role of Shared Lifestyle Characteristics,kd,Yes,Yes,cohort,"""In this large-scale, prospective cohort study, the association between number of offspring and risk of overall CVD, IHD, and hypertensive disorders was similar in both sexes, with the nadir of risk among those with no children.""",,,,
