title,source,doi
"Cardiometabolic disease and features of depression and bipolar disorder: population-based, cross-sectional study",Embase - exported 15/01/19,10.1192/bjp.bp.114.157784
Decomposition of Shared Latent Factors Using Bayesian Multi-morbidity Dependency Maps,WoSCC - exported 15/01/19,https://doi.org/10.1007/978-981-287-573-0_10
Comorbidities in the diseasome are more apparent than real: What Bayesian filtering reveals about the comorbidities of depression,PubMed - exported 15/01/19,10.1371/journal.pcbi.1005487
"Associations between fast food and physical activity environments and adiposity in mid-life: cross-sectional, observational evidence from UK Biobank",Embase - exported 15/01/19,10.1016/S2468-2667(17)30212-8
Polygenic Risk Scores for Prediction of Breast Cancer and Breast Cancer Subtypes,Embase - exported 15/01/19,10.1016/j.ajhg.2018.11.002
Hormonal and reproductive factors and risk of upper gastrointestinal cancers in men: A prospective cohort study within the UK Biobank,Embase - exported 15/01/19,10.1002/ijc.31375
The prevalence of tinnitus and the relationship with neuroticism in a middle-aged UK population,Embase - exported 15/01/19,10.1016/j.jpsychores.2013.08.018
Association of dietary factors with presence and severity of tinnitus in a middle-aged UK population,PubMed - exported 15/01/19,10.1371/journal.pone.0114711
"Investigating the association between tinnitus severity and symptoms of depression and anxiety, while controlling for neuroticism, in a large middle-aged UK population",Embase - exported 15/01/19,10.3109/14992027.2015.1014577
Bayesian association scan reveals loci associated with human lifespan and linked biomarkers,PubMed - exported 15/01/19,10.1038/ncomms15842
Chest computed tomography-derived low fat-free mass index and mortality in COPD,WoSCC - exported 15/01/19,10.1183/13993003.01134-2017
Global Biobank Engine: enabling genotype-phenotype browsing for biobank summary statistics,PubMed - exported 15/01/19,10.1093/bioinformatics/bty999
Genetic and Environmental Risk for Chronic Pain and the Contribution of Risk Variants for Major Depressive Disorder: A Family-Based Mixed-Model Analysis,PubMed - exported 15/01/19,10.1371/journal.pmed.1002090
Data science for mental health: a UK perspective on a global challenge,Embase - exported 15/01/19,10.1016/S2215-0366(16)30089-X
Measurement of liver iron by magnetic resonance imaging in the UK Biobank population,PubMed - exported 15/01/19,10.1371/journal.pone.0209340
"Vitreoretinal interface abnormalities in middle-aged adults with visual impairment in the UK Biobank study: prevalence, impact on visual acuity and associations",PubMed - exported 15/01/19,10.1136/bmjophth-2016-000057
"Monocular and binocular visual impairment in the UK Biobank study: prevalence, associations and diagnoses",PubMed - exported 15/01/19,10.1136/bmjophth-2017-000076
Whole-exome sequencing in multiplex preeclampsia families identifies novel candidate susceptibility genes,PubMed - exported 15/01/19,10.1097/HJH.0000000000002023
"A Genome-Wide Association Study Finds Genetic Associations with Broadly-Defined Headache in UK Biobank (N=223,773)",Embase - exported 15/01/19,10.1016/j.ebiom.2018.01.023
"Genome-wide meta-analysis of macronutrient intake of 91,114 European ancestry participants from the cohorts for heart and aging research in genomic epidemiology consortium",Embase - exported 15/01/19,10.1038/s41380-018-0079-4
Software Application Profile: PHESANT: a tool for performing automated phenome scans in UK Biobank,Embase - exported 15/01/19,10.1093/ije/dyx204
Handedness and the risk of glioma,Embase - exported 15/01/19,10.1007/s11060-018-2759-y
Multimodal population brain imaging in the UK Biobank prospective epidemiological study,Embase - exported 15/01/19,10.1038/nn.4393
The vitamin D binding protein axis modifies disease severity in lymphangioleiomyomatosis,Embase - exported 15/01/19,10.1183/13993003.00951-2018
Sex differences in risk factors for myocardial infarction: cohort study of UK Biobank participants,PubMed - exported 15/01/19,10.1136/bmj.k4247
Age at puberty and risk of asthma: A Mendelian randomisation study,WoSCC - exported 15/01/19,10.1371/journal.pmed.1002634
Crowdsourcing as a novel technique for retinal fundus photography classification: analysis of images in the EPIC Norfolk cohort on behalf of the UK Biobank Eye and Vision Consortium,PubMed - exported 15/01/19,10.1371/journal.pone.0071154
"Reference range of liver corrected T1 values in a population at low risk for fatty liver disease-a UK Biobank sub-study, with an appendix of interesting cases",Embase - exported 15/01/19,10.1007/s00261-018-1701-2
"Relation between speech-in-noise threshold, hearing loss and cognition from 40-69 years of age",PubMed - exported 15/01/19,10.1371/journal.pone.0107720
A linear mixed-model approach to study multivariate gene-environment interactions,Embase - exported 15/01/19,10.1038/s41588-018-0271-0
Genome-wide study of hair colour in UK Biobank explains most of the SNP heritability,PubMed - exported 15/01/19,10.1038/s41467-018-07691-z
"Physical activity, sedentary behaviour and colorectal cancer risk in the UK Biobank",Embase - exported 15/01/19,10.1038/bjc.2017.496
Identifying genetic variants that affect viability in large cohorts,PubMed - exported 15/01/19,10.1371/journal.pbio.2002458
Education and myopia: assessing the direction of causality by mendelian randomisation,PubMed - exported 15/01/19,10.1136/bmj.k2022
Rare coding variants pinpoint genes that control human hematological traits,Embase - exported 15/01/19,10.1371/journal.pgen.1006925
Lung Cancer Risk Prediction Model Incorporating Lung Function: Development and Validation in the UK Biobank Prospective Cohort Study,Embase - exported 15/01/19,10.1200/JCO.2016.69.2467
Collider scope: when selection bias can substantially influence observed associations,Embase - exported 15/01/19,10.1093/ije/dyx206
Evaluating the contribution of genetics and familial shared environment to common disease using the UK Biobank,Embase - exported 15/01/19,10.1038/ng.3618
Implication of the APP Gene in Intellectual Abilities,WoSCC - exported 15/01/19,10.3233/JAD-170049
"Meta-analysis of genome-wide association studies for neuroticism in 449,484 individuals identifies novel genetic loci and pathways",WoSCC - exported 15/01/19,10.1038/s41588-018-0151-7
Item-level analyses reveal genetic heterogeneity in neuroticism,WoSCC - exported 15/01/19,10.1038/s41467-018-03242-8
Pervasive Modulation of Obesity Risk by the Environment and Genomic Background,Embase - exported 15/01/19,10.3390/genes9080411
Interactions between serum urate-associated genetic variants and sex on gout risk: analysis of the UK Biobank,PubMed - exported 15/01/19,10.1186/s13075-018-1787-5
Are Bigger Brains Smarter? Evidence From a Large-Scale Preregistered Study,PubMed - exported 15/01/19,10.1177/0956797618808470
Intelligence and neuroticism in relation to depression and psychological distress: Evidence from two large population cohorts,Embase - exported 15/01/19,10.1016/j.eurpsy.2016.12.012
Association analyses based on false discovery rate implicate new loci for coronary artery disease,Embase - exported 15/01/19,10.1038/ng.3913
Evidence of a Causal Effect of Estradiol on Fracture Risk in Men,Embase - exported 15/01/19,10.1210/jc.2018-00934
Commonly prescribed drugs associate with cognitive function: a cross-sectional study in UK Biobank,PubMed - exported 15/01/19,10.1136/bmjopen-2016-012177
Age at first birth in women is genetically associated with increased risk of schizophrenia,PubMed - exported 15/01/19,10.1038/s41598-018-28160-z
Estimation of Genetic Correlation via Linkage Disequilibrium Score Regression and Genomic Restricted Maximum Likelihood,Embase - exported 15/01/19,10.1016/j.ajhg.2018.03.021
"Chronic multisite pain in major depression and bipolar disorder: cross-sectional study of 149,611 participants in UK Biobank",PubMed - exported 15/01/19,10.1186/s12888-014-0350-4
Ethnic differences in the association between depression and chronic pain: cross sectional results from UK Biobank,Embase - exported 15/01/19,10.1186/s12875-015-0343-5
Genome-wide Study of Atrial Fibrillation Identifies Seven Risk Loci and Highlights Biological Pathways and Regulatory Elements Involved in Cardiac Development,Embase - exported 15/01/19,10.1016/j.ajhg.2017.12.003
Biobank-driven genomic discovery yields new insight into atrial fibrillation biology,WoSCC - exported 15/01/19,10.1038/s41588-018-0171-3
"Association between grip strength and diabetes prevalence in black, South-Asian, and white European ethnic groups: a cross-sectional analysis of 418 656 participants in the UK Biobank study",Embase - exported 15/01/19,10.1111/dme.13323
"Ethnic-specific obesity cutoffs for diabetes risk: cross-sectional study of 490,288 UK biobank participants",Embase - exported 15/01/19,10.2337/dc13-2966
Haplotype estimation for biobank-scale data sets,Embase - exported 15/01/19,10.1038/ng.3583
Distinguishing genetic correlation from causation across 52 diseases and complex traits,WoSCC - exported 15/01/19,10.1038/s41588-018-0255-0
Newspaper coverage of biobanks,WoSCC - exported 15/01/19,10.7717/peerj.500
"Genetic variants associated with subjective well-being, depressive symptoms, and neuroticism identified through genome-wide analyses",Embase - exported 15/01/19,https://doi.org/10.1038/ng.3552
Genome-wide association study identifies 74 loci associated with educational attainment,Embase - exported 15/01/19,https://doi.org/10.1038/nature17671
Automatic creation of WordNets from parallel corpora,WoSCC - exported 15/01/19,
Low neuroticism and cognitive performance are differently associated to overweight and obesity: A cross-sectional and longitudinal UK Biobank study,Embase - exported 15/01/19,10.1016/j.psyneuen.2018.11.014
The Mayo Clinic Biobank: a building block for individualized medicine,WoSCC - exported 15/01/19,10.1016/j.mayocp.2013.06.006
Identification of nine new susceptibility loci for endometrial cancer,WoSCC - exported 15/01/19,10.1038/s41467-018-05427-7
"Height and overall cancer risk and mortality: evidence from a Mendelian randomisation study on 310,000 UK Biobank participants",WoSCC - exported 15/01/19,10.1038/s41416-018-0063-4
"Height and overall cancer risk and mortality: evidence from a Mendelian randomisation study on 310,000 UK Biobank participants",Embase - exported 15/01/19,10.1038/s41416-018-0063-4
Vitamin D and overall cancer risk and cancer mortality: a Mendelian randomization study,WoSCC - exported 15/01/19,10.1093/hmg/ddy307
"Understanding the role of bitter taste perception in coffee, tea and alcohol consumption through Mendelian randomization",Embase - exported 15/01/19,10.1038/s41598-018-34713-z
Long-term intra-individual reproducibility of heart rate dynamics during exercise and recovery in the UK Biobank cohort,PubMed - exported 15/01/19,10.1371/journal.pone.0183732
"A Prospective Investigation of Body Size, Body Fat Composition and Colorectal Cancer Risk in the UK Biobank",PubMed - exported 15/01/19,10.1038/s41598-017-17997-5
Annual Ambient UVB at Wavelengths that Induce Vitamin D Synthesis is Associated with Reduced Esophageal and Gastric Cancer Risk: A Nested Case-Control Study,PubMed - exported 15/01/19,10.1111/php.12915
Improving the Discriminative Power of Bag of Visual Words Model,WoSCC - exported 15/01/19,https://doi.org/10.1007/978-3-319-51814-5_21
Effects of pathogenic CNVs on physical traits in participants of the UK Biobank,PubMed - exported 15/01/19,10.1186/s12864-018-5292-7
Prior fragility fracture and risk of incident ischaemic cardiovascular events: results from UK Biobank,Embase - exported 15/01/19,10.1007/s00198-018-4426-8
High-throughput inference of pairwise coalescence times identifies signals of selection and enriched disease heritability,Embase - exported 15/01/19,10.1038/s41588-018-0177-x
Association between musculoskeletal pain at multiple sites and objectively measured physical activity and work capacity: Results from UK Biobank study,Embase - exported 15/01/19,10.1016/j.jsams.2018.10.008
"Using alternatives to the car and risk of all-cause, cardiovascular and cancer mortality",Embase - exported 15/01/19,10.1136/heartjnl-2017-312699
Muscle mass measures and incident osteoporosis in a large cohort of postmenopausal women,Embase - exported 15/01/19,10.1002/jcsm.12359
Democratic governance of genomics: the case of UK Biobank,Embase - exported 15/01/19,10.1080/14636778.2011.600435
From consultation to deliberation? A qualitative case study of governing science and technology projects for the public good,Embase - exported 15/01/19,10.1080/09581596.2011.630979
A machine-learning heuristic to improve gene score prediction of polygenic traits,PubMed - exported 15/01/19,10.1038/s41598-017-13056-1
"GWAS of lifetime cannabis use reveals new risk loci, genetic overlap with psychiatric traits, and a causal influence of schizophrenia",WoSCC - exported 15/01/19,10.1038/s41593-018-0206-1
Spectral-Domain Optical Coherence Tomography Imaging in 67 321 Adults: Associations with Macular Thickness in the UK Biobank Study,Embase - exported 15/01/19,10.1016/j.ophtha.2015.11.009
Towards a demographic risk profile for sedentary behaviours in middle-aged British adults: a cross-sectional population study,PubMed - exported 15/01/19,10.1136/bmjopen-2017-019639
"Smoking, Screen-Based Sedentary Behavior, and Diet Associated with Habitual Sleep Duration and Chronotype: Data from the UK Biobank",Embase - exported 15/01/19,10.1007/s12160-016-9797-5
Genetic Predisposition to High Blood Pressure and Lifestyle Factors: Associations With Midlife Blood Pressure Levels and Cardiovascular Events,Embase - exported 15/01/19,10.1161/CIRCULATIONAHA.117.030898
"Toenail selenium, genetic variation in selenoenzymes and risk and outcome in glioma",Embase - exported 15/01/19,10.1016/j.canep.2018.05.002
Prospective investigation of risk factors for prostate cancer in the UK Biobank cohort study,Embase - exported 15/01/19,10.1038/bjc.2017.312
Neuroticism and suicide in a general population cohort: results from the UK Biobank Project,Embase - exported 15/01/19,10.1192/bjo.2017.12
Sex Differences in the Association Between Measures of General and Central Adiposity and the Risk of Myocardial Infarction: Results From the UK Biobank,PubMed - exported 15/01/19,10.1161/JAHA.117.008507
Reply to 'Hormone use missing from UK Biobank cardiovascular disease study',PubMed - exported 15/01/19,10.1136/heartjnl-2018-313141
Do smoking habits differ between women and men in contemporary Western populations? Evidence from half a million people in the UK Biobank study,PubMed - exported 15/01/19,10.1136/bmjopen-2014-005663
Women's reproductive health factors and body adiposity: findings from the UK Biobank,Embase - exported 15/01/19,10.1038/ijo.2015.254
Sex differences in body anthropometry and composition in individuals with and without diabetes in the UK Biobank,PubMed - exported 15/01/19,10.1136/bmjopen-2015-010007
Women's reproductive factors and incident cardiovascular disease in the UK Biobank,PubMed - exported 15/01/19,10.1136/heartjnl-2017-312289
Reference ranges for cardiac structure and function using cardiovascular magnetic resonance (CMR) in Caucasians from the UK Biobank population cohort,PubMed - exported 15/01/19,10.1186/s12968-017-0327-9
"Imaging in population science: cardiovascular magnetic resonance in 100,000 participants of UK Biobank - rationale, challenges and approaches",PubMed - exported 15/01/19,10.1186/1532-429X-15-46
UK Biobank's cardiovascular magnetic resonance protocol,Embase - exported 15/01/19,10.1186/s12968-016-0227-4
The impact of cardiovascular risk factors on cardiac structure and function: Insights from the UK Biobank imaging enhancement study,PubMed - exported 15/01/19,10.1371/journal.pone.0185114
Tinnitus and Sleep Difficulties After Cochlear Implantation,Embase - exported 15/01/19,10.1097/AUD.0000000000000341
"Human longevity is influenced by many genetic variants: evidence from 75,000 UK Biobank participants",Embase - exported 15/01/19,DOI 10.18632/aging.100930
"Red blood cell distribution width: Genetic evidence for aging pathways in 116,666 volunteers",PubMed - exported 15/01/19,10.1371/journal.pone.0185083
"Red cell distribution width and common disease onsets in 240,477 healthy volunteers followed for up to 9 years",PubMed - exported 15/01/19,10.1371/journal.pone.0203504
"Human longevity: 25 genetic loci associated in 389,166 UK biobank participants",Embase - exported 15/01/19,10.18632/aging.101334
GWAS for male-pattern baldness identifies 71 susceptibility loci explaining 38% of the risk,WoSCC - exported 15/01/19,10.1038/s41467-017-01490-8
The relationship between alcohol use and long-term cognitive decline in middle and late life: a longitudinal analysis using UK Biobank,PubMed - exported 15/01/19,10.1093/pubmed/fdx186
ukbREST: efficient and streamlined data access for reproducible research in large biobanks,PubMed - exported 15/01/19,10.1093/bioinformatics/bty925
The new genetics of intelligence,WoSCC - exported 15/01/19,10.1038/nrg.2017.104
Effects of the UK Biobank collection protocol on potential biomarkers in saliva,Embase - exported 15/01/19,10.1093/ije/dys166
Giant study links DNA to same-sex experiences,PsycINFO - exported 15/01/19,10.1126/science.362.6413.385
"Exome-chip meta-analysis identifies novel loci associated with cardiac conduction, including ADAMTS6",PubMed - exported 15/01/19,10.1186/s13059-018-1457-6
The SALAMANDER project: SALivAry bioMarkers of mediterraneAN Diet associated with long-tERm protection against type 2 diabetes,WoSCC - exported 15/01/19,10.1111/nbu.12298
A multimodal spatiotemporal cardiac motion atlas from MR and ultrasound data,Embase - exported 15/01/19,10.1016/j.media.2017.06.002
Quantitative characterization of biological age and frailty based on locomotor activity records,Embase - exported 15/01/19,10.18632/aging.101603
Identifying gene targets for brain-related traits using transcriptomic and methylomic data from blood,Embase - exported 15/01/19,10.1038/s41467-018-04558-1
emeraLD: rapid linkage disequilibrium estimation with massive datasets,Embase - exported 15/01/19,10.1093/bioinformatics/bty547
Genetic immune and inflammatory markers associated with diabetes in solid organ transplant recipients,Embase - exported 15/01/19,10.1111/ajt.14971
Variants associating with uterine leiomyoma highlight genetic background shared by various cancers and hormone-related traits,PubMed - exported 15/01/19,10.1038/s41467-018-05428-6
Thirty loci identified for heart rate response to exercise and recovery implicate autonomic nervous system,PubMed - exported 15/01/19,10.1038/s41467-018-04148-1
Large-Scale Phenome-Wide Association Study of PCSK9 Variants Demonstrates Protection Against Ischemic Stroke,WoSCC - exported 15/01/19,10.1161/CIRCGEN.118.002162
"Gene-environment interaction study for BMI reveals interactions between genetic factors and physical activity, alcohol consumption and socioeconomic status",WoSCC - exported 15/01/19,10.1371/journal.pgen.1006977
Phenomic Impact of Genetically-Determined Euthyroid Function and Molecular Differences between Thyroid Disorders,Embase - exported 15/01/19,10.3390/jcm7100296
Evidence for sex-specific genetic architectures across a spectrum of human complex traits,PubMed - exported 15/01/19,10.1186/s13059-016-1025-x
"Using Vegetative Nutrient Stocks to Compare Restored and Reference Wetlands in the Upper Klamath Basin, Oregon",WoSCC - exported 15/01/19,10.1007/s13157-012-0313-9
Genomic risk prediction of aromatase inhibitor-related arthralgia in patients with breast cancer using a novel machine-learning algorithm,Embase - exported 15/01/19,10.1002/cam4.1256
The biological impact of blood pressure-associated genetic variants in the natriuretic peptide receptor C gene on human vascular smooth muscle,Embase - exported 15/01/19,10.1093/hmg/ddx375
Detecting genome-wide directional effects of transcription factor binding on polygenic disease risk,WoSCC - exported 15/01/19,10.1038/s41588-018-0196-7
Association of polygenic risk for major psychiatric illness with subcortical volumes and white matter integrity in UK Biobank,WoSCC - exported 15/01/19,10.1038/srep42140
Association of DAT1 genetic variants with habitual sleep duration in the UK Biobank,PubMed - exported 15/01/19,10.1093/sleep/zsy193
Systematic Mendelian randomization framework elucidates hundreds of CpG sites which may mediate the influence of genetic variants on disease,Embase - exported 15/01/19,10.1093/hmg/ddy210
My dirty little habit: Patient constructions of antidepressant use and the 'crisis' of legitimacy,Embase - exported 15/01/19,10.1016/j.socscimed.2015.10.012
Genetic influence on social outcomes during and after the Soviet era in Estonia,WoSCC - exported 15/01/19,10.1038/s41562-018-0332-5
Sex Differences in the Adult Human Brain: Evidence from 5216 UK Biobank Participants,Embase - exported 15/01/19,10.1093/cercor/bhy109
"SciDB: an array-native computational database for heterogeneous, multi-dimensional data sets",WoSCC - exported 15/01/19,10.1109/BigData.2017.8258301
Genotype-covariate interaction effects and the heritability of adult body mass index,WoSCC - exported 15/01/19,10.1038/ng.3912
Genetic evidence of assortative mating in humans,WoSCC - exported 15/01/19,10.1038/s41562-016-0016
The effect of functional hearing loss and age on long- and short-term visuospatial memory: evidence from the UK biobank resource,Embase - exported 15/01/19,10.3389/fnagi.2014.00326
"Hearing impairment, cognition and speech understanding: exploratory factor analyses of a comprehensive test battery for a group of hearing aid users, the n200 study",PsycINFO - exported 15/01/19,10.1080/14992027.2016.1219775
"The Treatment In Morning versus Evening (TIME) study: analysis of recruitment, follow-up and retention rates post-recruitment",PubMed - exported 15/01/19,10.1186/s13063-017-2318-4
Significant shared heritability underlies suicide attempt and clinically predicted probability of attempting suicide,PubMed - exported 15/01/19,10.1038/s41380-018-0326-8
Better Visuospatial Working Memory in Adults Who Report Profound Deafness Compared to Those With Normal or Poor Hearing: Data From the UK Biobank Resource,Embase - exported 15/01/19,10.1097/AUD.0000000000000314
Evaluation and application of summary statistic imputation to discover new height-associated loci,WoSCC - exported 15/01/19,10.1371/journal.pgen.1007371
"Genetic evidence that lower circulating FSH levels lengthen menstrual cycle, increase age at menopause and impact female reproductive health",Embase - exported 15/01/19,10.1093/humrep/dev318
Events in Early Life are Associated with Female Reproductive Ageing: A UK Biobank Study,Embase - exported 15/01/19,10.1038/srep24710
"Genetic Study of White Matter Integrity in UK Biobank (N=8448) and the Overlap With Stroke, Depression, and Dementia",PubMed - exported 15/01/19,10.1161/STROKEAHA.118.020811
"Genetic risk, incident stroke, and the benefits of adhering to a healthy lifestyle: cohort study of 306 473 UK Biobank participants",PubMed - exported 15/01/19,10.1136/bmj.k4168
DNA sequence-level analyses reveal potential phenotypic modifiers in a large family with psychiatric disorders,WoSCC - exported 15/01/19,10.1038/s41380-018-0087-4
A cancer-associated polymorphism in ESCRT-III disrupts the abscission checkpoint and promotes genome instability,WoSCC - exported 15/01/19,10.1073/pnas.1805504115
Relationship of Arterial Stiffness Index and Pulse Pressure With Cardiovascular Disease and Mortality,PubMed - exported 15/01/19,10.1161/JAHA.117.007621
Cigarette smoking and personality: interrogating causality using Mendelian randomisation,PsycINFO - exported 15/01/19,10.1017/S0033291718003069
Genome-Wide Association Study Meta-Analysis of the Alcohol Use Disorders Identification Test (AUDIT) in Two Population-Based Cohorts,PubMed - exported 15/01/19,10.1176/appi.ajp.2018.18040369
An examination of multivariable Mendelian randomization in the single-sample and two-sample summary data settings,PubMed - exported 15/01/19,10.1093/ije/dyy262
The impact of menopausal hormone therapy (MHT) on cardiac structure and function: Insights from the UK Biobank imaging enhancement study,PubMed - exported 15/01/19,10.1371/journal.pone.0194015
Evidence of directional and stabilizing selection in contemporary humans,Embase - exported 15/01/19,10.1073/pnas.1707227114
Residential greenness and adiposity: Findings from the UK Biobank,Embase - exported 15/01/19,10.1016/j.envint.2017.05.016
"Association between adiposity outcomes and residential density: a full-data, cross-sectional analysis of 419 562 UK Biobank adult participants",Embase - exported 15/01/19,http://dx.doi.org/10.1016/S2542-5196%2817%2930119-5
Are exposures to ready-to-eat food environments associated with type 2 diabetes? A cross-sectional study of 347 551 UK Biobank adult participants,Embase - exported 15/01/19,10.1016/S2542-5196(18)30208-0
"Neighbourhood walkability and incidence of hypertension: Findings from the study of 429,334 UK Biobank participants",Embase - exported 15/01/19,10.1016/j.ijheh.2018.01.009
"Residential greenness and prevalence of major depressive disorders: a cross-sectional, observational, associational study of 94 879 adult UK Biobank participants",Embase - exported 15/01/19,10.1016/S2542-5196(18)30051-2
"Genome-wide association meta-analysis in 269,867 individuals identifies new genetic and functional links to intelligence",WoSCC - exported 15/01/19,10.1038/s41588-018-0152-6
Population-Based Imaging and Radiomics: Rationale and Perspective of the German National Cohort MRI Study,WoSCC - exported 15/01/19,10.1055/s-0042-104510
Prediction of Individual Disease Conversion in Early AMD Using Artificial Intelligence,WoSCC - exported 15/01/19,10.1167/iovs.18-24106
Accelerating the Development and Validation of New Value-Based Diagnostics by Leveraging Biobanks,Embase - exported 15/01/19,10.1159/000446534
ADAMTS-13 activity and ischemic heart disease: a Mendelian randomization study,Embase - exported 15/01/19,10.1111/jth.14267
Genetic predictors of testosterone and their associations with cardiovascular disease and risk factors: A Mendelian randomization investigation,Embase - exported 15/01/19,10.1016/j.ijcard.2018.05.051
Morphometric Similarity Networks Detect Microscale Cortical Organization and Predict Inter-Individual Cognitive Variation,WoSCC - exported 15/01/19,10.1016/j.neuron.2017.11.039
[Epidemiology of multidrug-resistant organisms in travellers: Results of a 2-year screening in a German level 1 trauma center],WoSCC - exported 15/01/19,10.1007/s00113-014-2638-8
Polymorphisms of genes involved in inflammation and blood vessel development influence the risk of varicose veins,Embase - exported 15/01/19,10.1111/cge.13362
Polygenic risk for schizophrenia and measured domains of cognition in individuals with psychosis and controls,WoSCC - exported 15/01/19,10.1038/s41398-018-0124-8
Dietary intake in people consuming a low-carbohydrate diet in the UK Biobank,PubMed - exported 15/01/19,10.1111/jhn.12527
Genome-wide association studies for corneal and refractive astigmatism in UK Biobank demonstrate a shared role for myopia susceptibility loci,Embase - exported 15/01/19,10.1007/s00439-018-1942-8
BioPhytMol: a drug discovery community resource on anti-mycobacterial phytomolecules and plant extracts,PubMed - exported 15/01/19,10.1186/s13321-014-0046-2
"Resting-State Connectivity and Its Association With Cognitive Performance, Educational Attainment, and Household Income in the UK Biobank",Embase - exported 15/01/19,10.1016/j.bpsc.2018.06.007
Subcortical volume and white matter integrity abnormalities in major depressive disorder: findings from UK Biobank imaging data,PubMed - exported 15/01/19,10.1038/s41598-017-05507-6
Moderate-to-severe asthma in individuals of European ancestry: a genome-wide association study,WoSCC - exported 15/01/19,10.1016/S2213-2600(18)30389-8
Measures of socioeconomic status and self-reported glaucoma in the U.K. Biobank cohort,Embase - exported 15/01/19,10.1038/eye.2015.157
Characteristics of rheumatoid arthritis and its association with major comorbid conditions: cross-sectional study of 502 649 UK Biobank participants,PubMed - exported 15/01/19,10.1136/rmdopen-2016-000267
Comparison of Word Embeddings from Different Knowledge Graphs,WoSCC - exported 15/01/19,https://doi.org/10.1007/978-3-319-59888-8_19
Blood CSF1 and CXCL12 as Causal Mediators of Coronary Artery Disease,Embase - exported 15/01/19,https://doi.org/10.1016/j.jacc.2018.04.067
Association of alcohol consumption with allergic disease and asthma: a multi-centre Mendelian randomization analysis,WoSCC - exported 15/01/19,10.1111/add.14438
Investigating the causal effect of smoking on hay fever and asthma: a Mendelian randomization meta-analysis in the CARTA consortium,WoSCC - exported 15/01/19,10.1038/s41598-017-01977-w
Associations of genetic determinants of serum vitamin B12 and folate concentrations with hay fever and asthma: a Mendelian randomization meta-analysis,Embase - exported 15/01/19,10.1038/s41430-017-0037-2
"Estimating the causal effect of body mass index on hay fever, asthma and lung function using Mendelian randomization",Embase - exported 15/01/19,10.1111/all.13242
Regulatory variants at KLF14 influence type 2 diabetes risk via a female-specific effect on adipocyte size and body composition,Embase - exported 15/01/19,10.1038/s41588-018-0088-x
How can genetics help understand the relationship between cognitive dysfunction and schizophrenia?,WoSCC - exported 15/01/19,10.1111/sjop.12407
"Identification of Genetic Loci Jointly Influencing Schizophrenia Risk and the Cognitive Traits of Verbal-Numerical Reasoning, Reaction Time, and General Cognitive Function",Embase - exported 15/01/19,10.1001/jamapsychiatry.2017.1986
Genome-wide analysis of over 106 000 individuals identifies 9 neuroticism-associated loci,Embase - exported 15/01/19,10.1038/mp.2016.49
"Prevalence and characteristics of probable major depression and bipolar disorder within UK biobank: cross-sectional study of 172,751 participants",PubMed - exported 15/01/19,10.1371/journal.pone.0075362
Characteristics of the environment and physical activity in midlife: Findings from UK Biobank,Embase - exported 15/01/19,10.1016/j.ypmed.2018.10.024
The added value of genetic information in colorectal cancer risk prediction models: development and evaluation in the UK Biobank prospective cohort study,Embase - exported 15/01/19,10.1038/s41416-018-0282-8
Comparison of prognostic models to predict the occurrence of colorectal cancer in asymptomatic individuals: a systematic literature review and external validation in the EPIC and UK Biobank prospective cohort studies,PubMed - exported 15/01/19,10.1136/gutjnl-2017-315730
"Genome-wide association meta-analysis of 78,308 individuals identifies new loci and genes influencing human intelligence",WoSCC - exported 15/01/19,10.1038/ng.3869
Comparison of Genotypic and Phenotypic Correlations: Cheverud's Conjecture in Humans,Embase - exported 15/01/19,10.1534/genetics.117.300630
Genome-Wide Association Study of Blood Pressure Traits by Hispanic/Latino Background: the Hispanic Community Health Study/Study of Latinos,Embase - exported 15/01/19,10.1038/s41598-017-09019-1
Sixteen new lung function signals identified through 1000 Genomes Project reference panel imputation,WoSCC - exported 15/01/19,10.1038/ncomms9658
Medications that relax the lower oesophageal sphincter and risk of oesophageal cancer: An analysis of two independent population-based databases,Embase - exported 15/01/19,10.1002/ijc.31293
Detecting and correcting for bias in Mendelian randomization analyses using Gene-by-Environment interactions,PubMed - exported 15/01/19,10.1093/ije/dyy204
New normative values for handgrip strength: results from the UK Biobank,Embase - exported 15/01/19,10.1016/j.jamda.2013.06.013
Enrichment of genetic markers of recent human evolution in educational and cognitive traits,WoSCC - exported 15/01/19,10.1038/s41598-018-30387-9
Semiparametric methods for estimation of a nonlinear exposure-outcome relationship using instrumental variables with application to Mendelian randomization,Embase - exported 15/01/19,10.1002/gepi.22041
"Associations of dietary protein intake with bone mineral density: An observational study in 70,215 UK Biobank participants",Embase - exported 15/01/19,10.1016/j.bone.2018.10.003
Genome-wide analysis of insomnia disorder,Embase - exported 15/01/19,10.1038/s41380-018-0033-5
Functional non-synonymous variants of ABCG2 and gout risk,Embase - exported 15/01/19,10.1093/rheumatology/kex295
A small amount of precisely measured high-intensity habitual physical activity predicts bone health in pre- and post-menopausal women in UK Biobank,Embase - exported 15/01/19,10.1093/ije/dyx080
[Patient selection and indications for liver transplantation],PubMed - exported 15/01/19,10.1007/s00104-012-2418-3
"Genetics of self-reported risk-taking behaviour, trans-ethnic consistency and relevance to brain gene expression",PubMed - exported 15/01/19,10.1038/s41398-018-0236-1
