"article_id","title","access_article.kd","access_article.mg","access_supp.kd","access_supp.mg","comments.kd","comments.mg","design.kd","design.mg","design_all.kd","design_all.mg","design_ev.kd","design_ev.mg","design_judg.kd","design_judg.mg","design_judg_4_TEXT.kd","design_judg_4_TEXT.mg","design_judg_rat.kd","design_judg_rat.mg","title_sub"
"Magnu2018COPDy221","Independent and combined associations of maternal and own smoking with adult lung function and COPD","Yes","Yes","Yes","Yes",NA,NA,"no_statement","no_statement","cohort","cohort",NA,NA,"cohort","cohort",NA,NA,"Did not sample based on outcome. ""We used UK Biobank to examine associations of maternal smoking around delivery, and pack-years of own smoking, with lung function (n<U+2009>=<U+2009>502<U+2009>626) and hospitalization/death from COPD"". COPD measure was taken at follow up.","The association between maternal smoking and COPD also varied by pack-years of own smoking, with a hazard ratio of 2.25 (1.30, 3.89) for =10 years, 1.23 (0.80, 1.89) for 11–20 years, 1.30 (0.85, 2.01) for 21–30 years and 1.14 (0.91, 1.43) for >30 years.","independentandcombinedassociationsofmaternalandownsmokingwithadultlungfunctionandcopd"
"Malon2016mple7729","Ethnic differences in sleep duration and morning-evening type in a population sample","Yes","Yes","Not present","Not present",NA,NA,"cross-sectional","cross-sectional","cross-sectional","cross-sectional","""This cross-sectional population study examined associations of sleep duration and morning–evening type with sociodemographic and cardiometabolic disease in adults participating in the UK Biobank study""","This cross-sectional population study examined associations of sleep duration and morning–evening type with sociodemographic and cardiometabolic disease in adults participating in the UK Biobank study (N = 439 933).",NA,NA,NA,NA,NA,NA,"ethnicdifferencesinsleepdurationandmorningeveningtypeinapopulationsample"
"Malon2017mple7639","Differences in morning-evening type and sleep duration between Black and White adults: Results from a propensity-matched UK Biobank sample","Yes","Yes","Not present","Yes",NA,NA,"no_statement","cross-sectional","other","cross-sectional",NA,"Cross-sectional data from 502 642 participants were obtained.","other",NA,"propensity score modeling",NA,"""This study aimed to determine if these ethno-racial differences persisted after accounting for an even broader range of ... characteristics and employing ...  propensity score modeling""",NA,"differencesinmorningeveningtypeandsleepdurationbetweenblackandwhiteadultsresultsfromapropensitymatchedukbiobanksample"
"Marti2016tudy7784","Cardiometabolic disease and features of depression and bipolar disorder: population-based, cross-sectional study","Yes","Yes","Yes","Yes",NA,NA,"cross-sectional","cross-sectional","cross-sectional","cross-sectional","""Method \n Cross-sectional study of 145 991 UK Biobank participants""","Cross-sectional study of 145 991 UK Biobank participants: multivariate analyses of associations between features of depression or bipolar disorder and five cardiometabolic outcomes, adjusting for confounding factors.",NA,NA,NA,NA,NA,NA,"cardiometabolicdiseaseandfeaturesofdepressionandbipolardisorderpopulationbasedcrosssectionalstudy"
"Mason2018bank12-8","Associations between fast food and physical activity environments and adiposity in mid-life: cross-sectional, observational evidence from UK Biobank","Yes","Yes","Yes","Yes",NA,NA,"cross-sectional","cohort","cross-sectional","cohort","""We used cross-sectional observational data from UK Biobank.""","Associations between fast food and physical activity environments and adiposity in mid-life: cross-sectional, observational evidence from UK Biobank",NA,NA,NA,NA,NA,NA,"associationsbetweenfastfoodandphysicalactivityenvironmentsandadiposityinmidlifecrosssectionalobservationalevidencefromukbiobank"
"McCor2014tion.018","The prevalence of tinnitus and the relationship with neuroticism in a middle-aged UK population","Yes","Yes","Not present","Not present",NA,NA,"cross-sectional,no_statement","no_statement","cross-sectional","cross-sectional",NA,NA,"cross-sectional","cross-sectional",NA,NA,"""examined the association between tinnitus and ... neuroticism"" at one time point","we calculated the prevalence of tinnitus and that which is perceived as bothersome, and examined the association between tinnitus and a putative predisposing personality factor, neuroticism.","theprevalenceoftinnitusandtherelationshipwithneuroticisminamiddleagedukpopulation"
"McCor2014tion4711","Association of dietary factors with presence and severity of tinnitus in a middle-aged UK population","Yes","Yes","Yes","Yes",NA,NA,"cross-sectional","cross-sectional","cross-sectional","cross-sectional","""However, as a cross-sectional study, this work can only suggest associations of diet with tinnitus reporting and generate hypotheses""","This study used the UK Biobank resource, a large cross-sectional study of adults aged 40–69.",NA,NA,NA,NA,NA,NA,"associationofdietaryfactorswithpresenceandseverityoftinnitusinamiddleagedukpopulation"
"McCor2015tion4577","Investigating the association between tinnitus severity and symptoms of depression and anxiety, while controlling for neuroticism, in a large middle-aged UK population","Yes","Yes","Not present","Not present",NA,NA,"cross-sectional","no_statement","cross-sectional","cross-sectional","""This study aimed to examine the association between tinnitus severity and symptoms of depression and anxiety, while controlling for neuroticism, in a cross-sectional sample of UK adults aged 40 to 69 years.""",NA,NA,"cross-sectional",NA,NA,NA,"This study aimed to examine the association between tinnitus severity and symptoms of depression and anxiety, while controlling for neuroticism, in a cross-sectional sample of UK adults aged 40 to 69 years.","investigatingtheassociationbetweentinnitusseverityandsymptomsofdepressionandanxietywhilecontrollingforneuroticisminalargemiddleagedukpopulation"
"McMen2018bank1375","Hormonal and reproductive factors and risk of upper gastrointestinal cancers in men: A prospective cohort study within the UK Biobank","Yes","Yes","Not present","Not present",NA,NA,"no_statement","cohort","case-control","cohort",NA,"Hormonal and reproductive factors and risk of upper gastrointestinal cancers in men: A prospective cohort study within the UK Biobank","case-control",NA,NA,NA,"Investigated associations between hormonal and reproductive factors and risk of oesophageal and gastric cancer over time",NA,"hormonalandreproductivefactorsandriskofuppergastrointestinalcancersinmenaprospectivecohortstudywithintheukbiobank"
"Mille2018ioma59-y","Handedness and the risk of glioma","Yes","Yes","Yes","Yes",NA,NA,"cohort","cohort,case-control","cohort","cohort,case-control","""Subjects included in the cohort analysis were selected from...the UKBiobank""","In this study, we examined the relationship between handedness and glioma risk in a large case–control study (1849 glioma cases and 1354 healthy controls) and a prospective cohort study (326,475 subjects with 375 incident gliomas).",NA,NA,NA,NA,NA,NA,"handednessandtheriskofglioma"
"Moore2014 age7720","Relation between speech-in-noise threshold, hearing loss and cognition from 40-69 years of age","Yes","Yes","Yes","Yes",NA,NA,"no_statement","no_statement","cross-sectional","cross-sectional",NA,NA,"cross-sectional","cross-sectional",NA,NA,"""In this study we investigated the relation between DTT SRT and cognitive ability as a function of age, sex, socioeconomic status, and noise exposure. "" Some exposures were historical but did not sample based on outcome","no evidence of follow up and no evidence of participant selection based on the presence of an exposure","relationbetweenspeechinnoisethresholdhearinglossandcognitionfromyearsofage"
"Morri2018bank.496","Physical activity, sedentary behaviour and colorectal cancer risk in the UK Biobank","Yes","Yes","Yes","Yes",NA,NA,"no_statement","no_statement","cohort","cohort",NA,NA,"cohort","cohort",NA,NA,"Sampled everyone without prior diagnosis of cancer and found ""In this prospective analysis of UK Biobank participants, total physical activity levels were inversely associated"" with risk of developing colon cancer at follow up","After a median follow-up time of 5.6 years, 2391 incident colorectal cancer cases were recorded.","physicalactivitysedentarybehaviourandcolorectalcancerriskintheukbiobank"
"Mulle2017tudy2467","Lung Cancer Risk Prediction Model Incorporating Lung Function: Development and Validation in the UK Biobank Prospective Cohort Study","Yes","Yes","Not present","Not present","RR",NA,"no_statement","no_statement","other","cohort",NA,NA,"other","cohort","model validation",NA,"Exclude?  ""We sought to develop and internally validate a model incorporating lung function using data from the UK Biobank"". If include has a cohort design: did not sample based on outcome and examined association between numerous exposures and lung cancer measured at follow up.","During accumulated follow-up of 1,469,518 person-years, there were 738 lung cancer diagnoses.","lungcancerriskpredictionmodelincorporatinglungfunctiondevelopmentandvalidationintheukbiobankprospectivecohortstudy"
"Navra2017orts.012","Intelligence and neuroticism in relation to depression and psychological distress: Evidence from two large population cohorts","Yes","Yes","Yes","Yes",NA,NA,"cross-sectional","cross-sectional","cross-sectional","cross-sectional","""The cross-sectional associations between neuroticism, general intelligence (g), MDD, self-reported depression, and psychological distress were examined in ... UK Biobank.""","The cross-sectional associations between neuroticism, general intelligence (g), MDD, self-reported depression, and psychological distress were examined in two large population based cohorts; GS:SFHS and UK Biobank. ",NA,NA,NA,NA,NA,NA,"intelligenceandneuroticisminrelationtodepressionandpsychologicaldistressevidencefromtwolargepopulationcohorts"
"Nevad2016bank2177","Commonly prescribed drugs associate with cognitive function: a cross-sectional study in UK Biobank","Yes","Yes","Yes","Yes",NA,"says cross-sectional cohort but can't see any evidence of analysis including time. Title also says a cross-sectional study ","cross-sectional","cross-sectional","cross-sectional","cross-sectional","""Owing to the cross-sectional design, it is difficult to make causal inferences between medication and cognitive function.""","Design Population-based cross-sectional cohort study.",NA,NA,NA,NA,NA,NA,"commonlyprescribeddrugsassociatewithcognitivefunctionacrosssectionalstudyinukbiobank"
"Nicho2014bank50-4","Chronic multisite pain in major depression and bipolar disorder: cross-sectional study of 149,611 participants in UK Biobank","Yes","Yes","Yes","Yes",NA,NA,"cross-sectional","cross-sectional","cross-sectional","cross-sectional","""We conducted a cross-sectional study of 149,611 UK Biobank participants.""","We conducted a cross-sectional study of 149,611 UK Biobank participants. ",NA,NA,NA,NA,NA,NA,"chronicmultisitepaininmajordepressionandbipolardisordercrosssectionalstudyofparticipantsinukbiobank"
"Nicho2015bank43-5","Ethnic differences in the association between depression and chronic pain: cross sectional results from UK Biobank","Yes","Yes","Not present","Not present",NA,NA,"cross-sectional","cross-sectional","cross-sectional","cross-sectional","""Cross-sectional study of UK Biobank participants ""","Cross-sectional study of UK Biobank participants with complete data on chronic pain and probable lifetime history of depression, who reported their ethnic group as White, Asian/Asian British or Black/Black British.",NA,NA,NA,NA,NA,NA,"ethnicdifferencesintheassociationbetweendepressionandchronicpaincrosssectionalresultsfromukbiobank"
"Ntuk2014ants2966","Ethnic-specific obesity cutoffs for diabetes risk: cross-sectional study of 490,288 UK biobank participants","Yes","Yes","Yes","Yes",NA,NA,"cross-sectional","cross-sectional","cross-sectional","cross-sectional","""This cross-sectional study used baseline data from UK Biobank""","Ethnic-Specific Obesity Cutoffs for Diabetes Risk: Cross-sectional Study of 490,288 UK Biobank Participants",NA,NA,NA,NA,NA,NA,"ethnicspecificobesitycutoffsfordiabetesriskcrosssectionalstudyofukbiobankparticipants"
"Ntuk2017tudy3323","Association between grip strength and diabetes prevalence in black, South-Asian, and white European ethnic groups: a cross-sectional analysis of 418 656 participants in the UK Biobank study","Yes","Yes","Yes","Yes",NA,NA,"cross-sectional","cross-sectional","cross-sectional","cross-sectional","""s This cross-sectional study used baseline data from the UK Biobank study on 418 656 white European, black and South-Asian participants, aged 40–69 years, who had complete data on diabetes status and hand-grip strength. Associations between hand-grip strength and diabetes were assessed using logistic regression and were adjusted for potential confounding factors""","This cross-sectional study used baseline data from the UK Biobank study on 418 656 white European, black and South-Asian participants, aged 40–69 years, who had complete data on diabetes status and hand-grip strength.",NA,NA,NA,NA,NA,NA,"associationbetweengripstrengthanddiabetesprevalenceinblacksouthasianandwhiteeuropeanethnicgroupsacrosssectionalanalysisofparticipantsintheukbiobankstudy"
"O'Sul2018tudy2915","Annual Ambient UVB at Wavelengths that Induce Vitamin D Synthesis is Associated with Reduced Esophageal and Gastric Cancer Risk: A Nested Case-Control Study","Yes","Yes","Yes","Yes",NA,NA,"case-control","case-control","case-control","case-control","""The UK Biobank cohort was used for this nested case–control study (N=3732).""","The UK Biobank cohort was used for this nested case–control study (N = 3732).",NA,NA,NA,NA,NA,NA,"annualambientuvbatwavelengthsthatinducevitamindsynthesisisassociatedwithreducedesophagealandgastriccancerriskanestedcasecontrolstudy"
"Olivo2019tudy.014","Low neuroticism and cognitive performance are differently associated to overweight and obesity: A cross-sectional and longitudinal UK Biobank study","Yes","Yes","Not present","Not present","RR",NA,"cross-sectional,no_statement","cohort,cross-sectional","cross-sectional,other","cohort,cross-sectional","""we examined cross-sectional associations of neuroticism and cognitive function with overweight and obesity in ... the UK Biobank cohort""","Low neuroticism and cognitive performance are differently associated to overweight and obesity: A cross-sectional and longitudinal UK Biobank study","other",NA,"UNCERTAIN",NA,"Examines if neuroticisms predicts BMI at follow up = is this case-control or cohort since they have 1 outcome and 1 exposure?",NA,"lowneuroticismandcognitiveperformancearedifferentlyassociatedtooverweightandobesityacrosssectionalandlongitudinalukbiobankstudy"
"Orteg2017bank97-5","A Prospective Investigation of Body Size, Body Fat Composition and Colorectal Cancer Risk in the UK Biobank","Yes","Yes","Not present","Yes",NA,NA,"no_statement","cohort","cohort","cohort",NA,"A Prospective Investigation of Body Size, Body Fat Composition and Colorectal Cancer Risk in the UK Biobank","cohort",NA,NA,NA,"Did not sample based on outcome and found In this prospective analysis of UK Biobank participants, overall and abdominal adiposity body size and composition measurements were positively related"" risk of developing colorectal cancer at follow up",NA,"aprospectiveinvestigationofbodysizebodyfatcompositionandcolorectalcancerriskintheukbiobank"
"Pacco2018bank26-8","Prior fragility fracture and risk of incident ischaemic cardiovascular events: results from UK Biobank","Yes","Yes","Yes","Yes",NA,"Again one supporting doc may be unavailable","no_statement","cohort","cohort","cohort",NA,"All study subjects were followed up until any ischaemic cardiovascular event, death or until 29th February 2016, yielding a mean follow-up time of 7 years and a maximum time of 10 years.","cohort",NA,NA,NA,"Found prior fragility fracture was associated with ischaemic cardiovascular events measured at follow up in men",NA,"priorfragilityfractureandriskofincidentischaemiccardiovasculareventsresultsfromukbiobank"
"Pan2019tudy.008","Association between musculoskeletal pain at multiple sites and objectively measured physical activity and work capacity: Results from UK Biobank study","Yes","Yes","Not present","Not present",NA,NA,"cross-sectional","cross-sectional","cross-sectional","cross-sectional","""Objectives: To describe the cross-sectional association""","To describe the cross-sectional association between musculoskeletal pain at multiple sites and physical work capacity (PWC) and objectively measured physical activity (PA).",NA,NA,NA,NA,NA,NA,"associationbetweenmusculoskeletalpainatmultiplesitesandobjectivelymeasuredphysicalactivityandworkcapacityresultsfromukbiobankstudy"
"Pante2018lity2699","Using alternatives to the car and risk of all-cause, cardiovascular and cancer mortality","Yes","Yes","Yes","Yes",NA,NA,"no_statement","cohort","cohort","cohort",NA,"Methods We conducted a prospective study using data from 3<U+2009>58<U+2009>799 participants, aged 37–73 years, from UK Biobank.","cohort",NA,NA,NA,"""we...investigate prospective associations between more active patterns of travel relative to exclusive car use and cardiovascular disease (CVD), cancer and all-cause mortality"". Outcomes measured at follow up. Did not sample based on outcomes. ",NA,"usingalternativestothecarandriskofallcausecardiovascularandcancermortality"
"Papag2019omen2359","Muscle mass measures and incident osteoporosis in a large cohort of postmenopausal women","Yes","Yes","Yes","Present but not accessible",NA,"Already filled out a questionnaire for this so sorry if that messes things up. Didn't realise it stops me if I say the supporting information is not available. One file is available and another isn't.","no_statement","cohort","case-control","cohort",NA,"Over a median follow-up of 6.75 (5th to 95th percentile interval, 1.53 to 8.37) years, 394 newly diagnosed cases of osteoporosis occurred, with 40 (10.2%) cases being associated with a pathological fracture.","case-control",NA,NA,NA,"Examines associations of multiple measures of muscle mass in women with & without osteoporosis over time",NA,"musclemassmeasuresandincidentosteoporosisinalargecohortofpostmenopausalwomen"
"Patte2016bank97-5","Smoking, Screen-Based Sedentary Behavior, and Diet Associated with Habitual Sleep Duration and Chronotype: Data from the UK Biobank","Yes","Yes","Yes","Yes",NA,NA,"cross-sectional","cross-sectional","cross-sectional","cross-sectional","""Cross-sectional data from 501,766 participants were obtained""","Regression models were used to examine sleep duration and chronotype as the predictors and cardiovascular risk factors as outcomes of interest in a cross-sectional sample of 439,933 adults enrolled in the UK Biobank project.",NA,NA,NA,NA,NA,NA,"smokingscreenbasedsedentarybehavioranddietassociatedwithhabitualsleepdurationandchronotypedatafromtheukbiobank"
"Perez2017tudy.312","Prospective investigation of risk factors for prostate cancer in the UK Biobank cohort study","Yes","Yes","Yes","Yes",NA,NA,"no_statement","cohort","cohort","cohort",NA,"Prospective investigation of risk factors for prostate cancer in the UK Biobank cohort study","cohort",NA,NA,NA,"""We studied 219<U+2009>335 men from the UK Biobank study who were free from cancer at baseline."" and calculated association of risk of developing cancer during follow up with numerous exposures",NA,"prospectiveinvestigationofriskfactorsforprostatecancerintheukbiobankcohortstudy"
"Peter2014tudy5663","Do smoking habits differ between women and men in contemporary Western populations? Evidence from half a million people in the UK Biobank study","Yes","Yes","Yes","Yes",NA,NA,"cross-sectional","cross-sectional","cross-sectional","cross-sectional","""Design Cross-sectional population-based study.""","Design Cross-sectional population-based study.",NA,NA,NA,NA,NA,NA,"dosmokinghabitsdifferbetweenwomenandmenincontemporarywesternpopulationsevidencefromhalfamillionpeopleintheukbiobankstudy"
"Peter2016bank.254","Women's reproductive health factors and body adiposity: findings from the UK Biobank","Yes","Yes","Yes","Yes",NA,NA,"cross-sectional","cross-sectional","cross-sectional","cross-sectional","""A cross-sectional analysis of 502 664 individuals from the UK Biobank""","A cross-sectional analysis of 502<U+2009>664 individuals from the UK Biobank was conducted.",NA,NA,NA,NA,NA,NA,"womensreproductivehealthfactorsandbodyadiposityfindingsfromtheukbiobank"
"Peter2016bank0007","Sex differences in body anthropometry and composition in individuals with and without diabetes in the UK Biobank","Yes","Yes","Yes","Yes",NA,NA,"cross-sectional","cross-sectional","cross-sectional","cross-sectional","""A cross-sectional study of 480 813 participants from the UK Biobank without history of CVD ""","A cross-sectional study of 480 813 participants from the UK Biobank without history of CVD was conducted to assess whether the difference in body size in people with and without diabetes was greater in women than in men.",NA,NA,NA,NA,NA,NA,"sexdifferencesinbodyanthropometryandcompositioninindividualswithandwithoutdiabetesintheukbiobank"
"Peter2018bank8507","Sex Differences in the Association Between Measures of General and Central Adiposity and the Risk of Myocardial Infarction: Results From the UK Biobank","Yes","Yes","Yes","Yes",NA,NA,"no_statement","no_statement","cohort","cohort",NA,NA,"cohort","cohort",NA,NA,"""This large prospective study among 480 000 women and men demonstrates that higher levels of measures of central and general adiposity are each associated with an increased risk of MI in later life"". Did not sample based on outcome. Used Cox proportional models.","This large prospective study among 480 000 women and men demonstrates that higher levels of measures of central and general adiposity are each associated with an increased risk of MI in later life.","sexdifferencesintheassociationbetweenmeasuresofgeneralandcentraladiposityandtheriskofmyocardialinfarctionresultsfromtheukbiobank"
"Peter2018ject7.12","Neuroticism and suicide in a general population cohort: results from the UK Biobank Project","Yes","Yes","Not present","Not present",NA,NA,"no_statement","no_statement","cohort","cohort",NA,NA,"cohort","cohort",NA,NA,"""Aims \n To examine whether neuroticism is associated with suicide deaths after adjusting for known risks"". Suicide measured at follow up. Did not sample based on outcome. ","UK Biobank participants (n = 389 365) were assessed for neuroticism as well as social, demographic and health-related variables at study entry and followed for up to 10 years. Suicide risk was modelled using Cox regression stratified by gender.","neuroticismandsuicideinageneralpopulationcohortresultsfromtheukbiobankproject"
"Pierz2016tion0341","Tinnitus and Sleep Difficulties After Cochlear Implantation","Yes","Yes","Yes","Yes",NA,NA,"cross-sectional,no_statement","cross-sectional","cross-sectional","cross-sectional","DESCRIPTIVE ""The aims of the present study were therefore to (i) estimate the prevalence of sleep difficulties among adult CI users and those who may be candidates for implantation"" ","Objectives: To estimate and compare the prevalence of and associations between tinnitus and sleep difficulties in a sample of UK adult cochlear implant users and those identified as potential candidates for cochlear implantation.","cross-sectional",NA,NA,NA,"""The aims of the present study were therefore to ... (ii) examine the associations between sleep difficulties, tinnitus characteristics, and tinnitus-related emotional distress"". All measures were taken at the same time",NA,"tinnitusandsleepdifficultiesaftercochlearimplantation"
"Pilli2018ears3504","Red cell distribution width and common disease onsets in 240,477 healthy volunteers followed for up to 9 years","Yes","Yes","Yes","Yes",NA,NA,"no_statement","no_statement","cohort","cohort",NA,NA,"cohort","cohort",NA,NA,"""We undertook a prospective analysis of RDW% using 240,477 healthy UK Biobank study volunteers aged 40–70 years at baseline, with outcomes ascertained during follow-up (=9 years)"" Did not sample based on outcome","Red cell distribution width and common disease onsets in 240,477 healthy volunteers followed for up to 9 years","redcelldistributionwidthandcommondiseaseonsetsinhealthyvolunteersfollowedforuptoyears"
"Piuma2018bankx186","The relationship between alcohol use and long-term cognitive decline in middle and late life: a longitudinal analysis using UK Biobank","Yes","Yes","Yes","Not present",NA,NA,"no_statement","cohort","cohort","cohort",NA,"The relationship between alcohol use and long-term cognitive decline in middle and late life: a longitudinal analysis using UK Biobank","cohort",NA,NA,NA,"""In 13 342 weekly drinkers drawn from UK Biobank, 5-year change in mean RT and IIV in RT were found to have curvilinear associations with alcohol consumption."" Did not sample based on outcome.",NA,"therelationshipbetweenalcoholuseandlongtermcognitivedeclineinmiddleandlatelifealongitudinalanalysisusingukbiobank"
"Pyrko2018ords1603","Quantitative characterization of biological age and frailty based on locomotor activity records","Yes","Yes","Yes","Not present",NA,NA,"no_statement","no_statement","cohort","cohort",NA,NA,"cohort","cohort",NA,NA,"""We performed a systematic evaluation of the relationships between locomotor activity and signatures of frailty, morbidity, and mortality risks using ...NHANES and UK BioBank"". Risk model fitted to cohorts separately. Did not sample based on outcome. Mortality measured at follow up","We confirmed the association of “biological age” PC1 with mortality risks using the independent UKB dataset, which encompasses another 93597 individuals aged 43-78 years (mean of 62.4±7.8 yr) with 285 recorded deaths during a 3 year follow-up.","quantitativecharacterizationofbiologicalageandfrailtybasedonlocomotoractivityrecords"
"Ronnb2014urce0326","The effect of functional hearing loss and age on long- and short-term visuospatial memory: evidence from the UK biobank resource","Yes","Yes","Not present","Not present",NA,NA,"no_statement","no_statement","cross-sectional","cross-sectional",NA,NA,"cross-sectional","cross-sectional",NA,NA,""" Using the UK Biobank data, the aim of this study was to investigate the effects of functional hearing loss and hearing aid usage on visuospatial memory function"" All measures taken at same time and reflect current levels","The effect of functional hearing loss and age on long- and short-term visuospatial memory: evidence from the UK biobank resource ","theeffectoffunctionalhearinglossandageonlongandshorttermvisuospatialmemoryevidencefromtheukbiobankresource"
"Rudne2016urce0314","Better Visuospatial Working Memory in Adults Who Report Profound Deafness Compared to Those With Normal or Poor Hearing: Data From the UK Biobank Resource","Yes","Yes","Not present","Not present",NA,NA,"no_statement","no_statement","cross-sectional","case-control",NA,NA,"cross-sectional","case-control",NA,NA,"Examined association between visuospatial working memory and hearing difficulty. Sampled based on outcome but outcome and exposure were measure at same time","The nonstandardized regression coefficients resulting from the analysis were used to estimate the effect of VSWM between hearing groups.","bettervisuospatialworkingmemoryinadultswhoreportprofounddeafnesscomparedtothosewithnormalorpoorhearingdatafromtheukbiobankresource"
"Ruth2016tudy4710","Events in Early Life are Associated with Female Reproductive Ageing: A UK Biobank Study","Yes","Yes","Yes","Yes",NA,NA,"cross-sectional","cross-sectional","cross-sectional","cross-sectional","""We included cross-sectional data from 273,474 women from the UK Biobank""","We included cross-sectional data from 273,474 women from the UK Biobank, recruited in 2006–2010 from across the UK.",NA,NA,NA,NA,NA,NA,"eventsinearlylifeareassociatedwithfemalereproductiveageingaukbiobankstudy"
"Sarka2017bank.016","Residential greenness and adiposity: Findings from the UK Biobank","Yes","Yes","Yes","Yes",NA,NA,"cross-sectional","cross-sectional","cross-sectional","cross-sectional",""" The cross sectional study employed N = 353,670 (70.4%) participants of the UK Biobank""","This was a population based cross-sectional study of 333,183 participants aged 38–73 years with individual-level data on residential greenness and built environment exposures.",NA,NA,NA,NA,NA,NA,"residentialgreennessandadiposityfindingsfromtheukbiobank"
"Sarka2018ants.009","Neighbourhood walkability and incidence of hypertension: Findings from the study of 429,334 UK Biobank participants","Yes","Yes","Not present","Not present",NA,NA,"cross-sectional","no_statement","cross-sectional","cohort,cross-sectional","""We acknowledge the limitations of the present study. A cross sectional design meant we cannot completely rule out the possibility ofhypertensive participants selectively choosing to reside in walkableneighbourhood""",NA,NA,"cross-sectional,cohort",NA,NA,NA,"There is no case-control design and they analysed with and without follow ups","neighbourhoodwalkabilityandincidenceofhypertensionfindingsfromthestudyofukbiobankparticipants"
"Sarka2018ants08-0","Are exposures to ready-to-eat food environments associated with type 2 diabetes? A cross-sectional study of 347 551 UK Biobank adult participants","Yes","Yes","Yes","Yes",NA,NA,"cross-sectional","cross-sectional","cross-sectional","cross-sectional","""In this cross-sectional observational study, we used data on male and female participants from the baseline phase of the UK Biobank cohort. ""","We conducted a cross-sectional study of adult male and female participants from the baseline phase of the UK Biobank cohort.",NA,NA,NA,NA,NA,NA,"areexposurestoreadytoeatfoodenvironmentsassociatedwithtypediabetesacrosssectionalstudyofukbiobankadultparticipants"
"Sarka2017ants19-5","Association between adiposity outcomes and residential density: a full-data, cross-sectional analysis of 419<U+2008>562 UK Biobank adult participants","Yes","Yes","Yes","Yes",NA,NA,"cross-sectional","cross-sectional","cross-sectional","cross-sectional","""For this full-data, cross-sectional analysis, we used UK Biobank data""","For this full-data, cross-sectional analysis, we used UK Biobank data for adult men and women aged 37–73 years from 22 cities across the UK.",NA,NA,NA,NA,NA,NA,"associationbetweenadiposityoutcomesandresidentialdensityafulldatacrosssectionalanalysisofuukbiobankadultparticipants"
"Sarka2018ants51-2","Residential greenness and prevalence of major depressive disorders: a cross-sectional, observational, associational study of 94 879 adult UK Biobank participants","Yes","Yes","Yes","Yes",NA,NA,"cross-sectional","cross-sectional","cross-sectional","cross-sectional","""In this cross-sectional, observational, associational study, we used baseline data from the UK Biobank cohort""","In this cross-sectional, observational, associational study, we used baseline data from the UK Biobank cohort of participants aged 37–73 years from across the UK.",NA,NA,NA,NA,NA,NA,"residentialgreennessandprevalenceofmajordepressivedisordersacrosssectionalobservationalassociationalstudyofadultukbiobankparticipants"
"Seeto2017nder6395","The Influence of Social Interaction and Physical Health on the Association Between Hearing and Depression With Age and Gender","Yes","Yes","Not present","Not present",NA,NA,"cross-sectional","cross-sectional","cross-sectional","cross-sectional","""Using cross-sectional data from the UK Biobank .. this study""","Using cross-sectional data from the UK Biobank ",NA,NA,NA,NA,NA,NA,"theinfluenceofsocialinteractionandphysicalhealthontheassociationbetweenhearinganddepressionwithageandgender"
"Shafi2018bank2527","Dietary intake in people consuming a low-carbohydrate diet in the UK Biobank","Yes","Yes","Yes","Yes",NA,NA,"cross-sectional","cross-sectional","cross-sectional","cross-sectional","""The present study is a cross-sectional study comparing dietary intake in individuals consuming a LCHO ... with those consuming a normal carbohydrate diet ""","In the present cross-sectional study, the dietary and nutrient intake collected via up to five consecutive 24-h dietary recalls and a food frequency questionnaire of 444 individuals (aged 46-79 years) consuming <26% of calories from carbohydrate (LCHO) was compared with that of 131 897 individuals consuming =45% calories from carbohydrate (NCHO) using the UK Biobank Dataset.",NA,NA,NA,NA,NA,NA,"dietaryintakeinpeopleconsumingalowcarbohydratedietintheukbiobank"
"Shwei2015hort.157","Measures of socioeconomic status and self-reported glaucoma in the U.K. Biobank cohort","Yes","Yes","Not present","Not present",NA,NA,"no_statement","no_statement","case-control","cross-sectional",NA,NA,"case-control","cross-sectional",NA,NA,"Examined association of self-reported glaucoma diagnoses four years after UK biobank began with numerous exposures","The UK Biobank study is a voluntary multisite cross-sectional study of 502<U+2009>656 UK residents aged 40–69 years who were registered with the National Health Service living within 25 miles from any of the 22 study assessment centres.","measuresofsocioeconomicstatusandselfreportedglaucomaintheukbiobankcohort"
"Siebe2016ants0267","Characteristics of rheumatoid arthritis and its association with major comorbid conditions: cross-sectional study of 502 649 UK Biobank participants","Yes","Yes","Yes","Yes",NA,NA,"cross-sectional","cross-sectional","cross-sectional","cross-sectional","""We undertook a cross-sectional study using baseline data from the unique UK Biobank""","Methods We undertook a cross-sectional study using baseline data from the unique UK Biobank resource (n=502 649).",NA,NA,NA,NA,NA,NA,"characteristicsofrheumatoidarthritisanditsassociationwithmajorcomorbidconditionscrosssectionalstudyofukbiobankparticipants"
"Smith2019bank.024","Characteristics of the environment and physical activity in midlife: Findings from UK Biobank","Yes","Yes","Yes","Yes",NA,NA,"cross-sectional","cross-sectional","cross-sectional","cross-sectional","""Cross-sectional data were used from the UK Biobank study""","Cross-sectional data were used from the UK Biobank study, collected from 502,656 participants aged 37–73<U+202F>years at recruitment. ",NA,NA,NA,NA,NA,NA,"characteristicsoftheenvironmentandphysicalactivityinmidlifefindingsfromukbiobank"
